surface_id,bulk_id,crack_e_ads_o,gemnet_e_ads_o,crack_e_ads_oh,gemnet_e_ads_oh,gemnet_U_limiting,gemnet_eta_ORR,gemnet_limiting_step
mp-1227313_111,mp-1227313,1.6004538574218747,1.6342978515624995,0.7434999999999992,0.7127993164062492,0.7127993164062492,0.5172006835937508,4
mp-1227319_101,mp-1227319,1.2409110107421872,1.4896788635253904,0.6231005249023429,0.7498362121582023,0.7398426513671881,0.4901573486328119,3
mp-1227355_001,mp-1227355,1.4650168457031247,1.5133261718749995,0.8703844604492179,0.5866091308593742,0.5866091308593742,0.6433908691406258,4
mp-1227397_100,mp-1227397,2.1555991210937497,1.8058218994140625,0.7469790039062492,0.5920717773437492,0.5920717773437492,0.6379282226562508,4
mp-1227407_001,mp-1227407,1.8289389648437495,1.5182700195312495,1.1826784667968742,0.7174379882812492,0.7174379882812492,0.5125620117187508,4
mp-1227416_010,mp-1227416,1.2002768554687495,1.2359366455078122,0.5189211425781242,0.5057070312499992,0.5057070312499992,0.7242929687500008,4
mp-1227421_110,mp-1227421,1.6847128906249995,1.6046958007812495,0.7423403320312492,0.5623781738281242,0.5623781738281242,0.6676218261718758,4
mp-1227450_001,mp-1227450,1.6591086425781247,1.8329978027343747,0.7853701171874992,0.8290102539062492,0.8290102539062492,0.4009897460937508,4
mp-1227567_001,mp-1227567,2.184056762695312,1.7819113769531247,0.9411165771484368,1.0918123779296869,0.6281876220703131,0.6018123779296869,1
mp-1227656_001,mp-1227656,1.894132141113281,1.6841177978515622,1.0961382446289054,0.8802568969726554,0.8038609008789068,0.42613909912109316,3
mp-1228758_001,mp-1228758,1.7748312988281247,2.057271484375,0.8043215332031242,0.9224855957031242,0.7975144042968756,0.4324855957031244,1
mp-1228947_001,mp-1228947,2.438130859375,1.9221701660156247,0.7945864257812492,0.5764162597656242,0.5764162597656242,0.6535837402343758,4
mp-1229015_001,mp-1229015,2.5436301269531247,2.3835806884765622,0.7967531738281242,0.8699953613281242,0.8500046386718756,0.3799953613281244,1
mp-1229090_111,mp-1229090,2.1912131347656247,1.7436728515624995,0.9327242431640616,0.5528643188476554,0.5528643188476554,0.6771356811523446,4
mp-1229092_001,mp-1229092,2.3231101074218747,2.123258117675781,0.7836611328124992,0.6373980102539054,0.6373980102539054,0.5926019897460946,4
mp-1229100_111,mp-1229100,2.3738455810546872,2.402684692382812,1.2091372070312492,0.9458162841796868,0.7741837158203131,0.4558162841796869,1
mp-1229118_100,mp-1229118,1.7945303955078122,1.4471945800781247,0.5792696533203117,0.5102541503906242,0.5102541503906242,0.7197458496093758,4
mp-1229158_001,mp-1229158,1.6406302490234372,1.6839804687499995,0.8056490478515617,0.8401644287109367,0.8401644287109367,0.3898355712890633,4
mp-1229208_001,mp-1229208,2.0214438476562497,1.7679495849609372,0.9479677734374992,1.0553591308593742,0.6646408691406256,0.5653591308593744,1
mp-1232317_001,mp-1232317,2.3201193847656247,1.8891806640625,0.7706606445312492,1.1516420898437492,0.5683579101562506,0.6616420898437494,1
mp-12359_001,mp-12359,1.6169638671874995,1.6890616455078122,1.0333025512695304,1.0548174438476554,0.6342442016601568,0.5957557983398432,3
mp-1238855_100,mp-1238855,1.4043784179687495,1.3917746582031247,0.6169436035156242,0.7437136230468742,0.6480610351562506,0.5819389648437494,3
mp-1245848_001,mp-1245848,2.2222800292968747,1.9565787353515625,0.7227785644531242,1.0623629150390617,0.6576370849609381,0.5723629150390619,1
mp-1245927_001,mp-1245927,1.3379721679687495,1.5696616210937495,0.6880190429687492,0.9876406249999992,0.5820209960937504,0.6479790039062496,3
