surface_id,bulk_id,crack_e_ads,crack_time,crack_steps,crack_converged,gemnet_e_ads,gemnet_time,gemnet_steps,gemnet_converged
mp-961659_100,mp-961659,-0.5044553222656258,1.8010594844818115,135.0,True,-0.9414975585937508,2.5118138790130615,62.0,True
mp-961673_111,mp-961673,1.2314150390624992,3.7675962448120117,283.0,True,1.0077517089843742,1.4556260108947754,37.0,True
mp-961678_110,mp-961678,-1.3639829101562508,0.3857302665710449,30.0,True,-1.5455319824218758,0.8101508617401123,21.0,True
mp-961682_111,mp-961682,-1.7017514648437508,0.27463603019714355,21.0,True,-1.5059354248046883,1.7684528827667236,45.0,True
mp-961685_111,mp-961685,-1.2653729858398446,0.3495821952819824,26.0,True,-0.9257504882812508,3.4902026653289795,90.0,True
mp-961687_100,mp-961687,-1.2290036621093758,0.4362061023712158,34.0,True,-1.3317258300781258,3.2186245918273926,81.0,True
mp-961693_111,mp-961693,-1.7355802001953133,0.3977694511413574,31.0,True,-1.9882962646484383,2.0219926834106445,52.0,True
mp-961697_110,mp-961697,-2.2507779541015633,0.6855204105377197,53.0,True,-2.515136474609376,2.7032065391540527,70.0,True
mp-961706_111,mp-961706,-1.8439786376953133,0.39744019508361816,31.0,True,-1.4325864257812508,2.108975887298584,53.0,True
mp-9622_001,mp-9622,1.1695635375976554,0.6804451942443848,53.0,True,1.2515947875976554,0.8857054710388184,24.0,True
mp-9630_001,mp-9630,0.29653955078124916,0.5435447692871094,40.0,True,0.5240175781249992,1.3976070880889893,29.0,True
mp-9634_110,mp-9634,1.085045104980468,0.6031718254089355,47.0,True,1.2009127197265617,2.2432689666748047,62.0,True
mp-9635_111,mp-9635,1.2482149658203117,1.2564775943756104,97.0,True,1.4728167114257804,7.0703284740448,182.0,True
mp-964_11-1,mp-964,-1.4527280273437508,0.906062126159668,68.0,True,-0.34249853515625084,2.6239237785339355,60.0,True
mp-966582_010,mp-966582,-1.0084836425781258,0.6556625366210938,49.0,True,0.7340700683593742,3.3815674781799316,70.0,True
mp-966800_100,mp-966800,0.29966760253906166,0.8278651237487793,67.0,True,0.6979067382812492,2.2584917545318604,60.0,True
mp-966_001,mp-966,1.4345400390624992,0.6041028499603271,45.0,True,1.1242373046874992,2.149088144302368,49.0,True
mp-9673_010,mp-9673,-0.43154882812500084,0.2849617004394531,22.0,True,-0.8034970703125008,1.7763488292694092,41.0,True
mp-9680_100,mp-9680,-0.26715063476562584,0.9729642868041992,77.0,True,0.39067102050781166,3.027252197265625,76.0,True
mp-9682_001,mp-9682,-0.5297849121093758,1.0421020984649658,77.0,True,0.5981752929687492,4.050649166107178,84.0,True
mp-9687_010,mp-9687,-0.8972012939453133,0.37263965606689453,30.0,True,-1.1240384521484383,4.768864631652832,117.0,True
mp-9690_100,mp-9690,-1.7809369506835946,0.2820737361907959,22.0,True,-1.7486112060546883,2.029554605484009,52.0,True
mp-9692_101,mp-9692,1.4274599609374992,0.16155576705932617,13.0,True,1.5978243408203117,3.220045566558838,84.0,True
mp-9693_101,mp-9693,1.5509035644531242,0.6380805969238281,52.0,True,1.7677156982421867,2.404021739959717,63.0,True
mp-9710_101,mp-9710,-2.680755371093751,0.3230321407318115,23.0,True,-2.730804199218751,2.428633689880371,49.0,True
mp-971661_100,mp-971661,-2.054961914062501,0.3863682746887207,30.0,True,-1.2996518554687508,2.331143379211426,59.0,True
mp-971662_100,mp-971662,-1.2799069824218758,0.4788501262664795,37.0,True,-2.0925443115234383,2.9441378116607666,74.0,True
mp-971669_100,mp-971669,-0.31245397949218834,0.4474773406982422,35.0,True,0.11164880371093666,1.5986731052398682,42.0,True
mp-971673_001,mp-971673,1.1780092773437492,0.18103551864624023,14.0,True,1.3901979980468742,1.170893669128418,32.0,True
mp-971712_100,mp-971712,1.4137957153320304,0.4970064163208008,39.0,True,1.8499453124999992,1.0533361434936523,28.0,True
mp-971737_110,mp-971737,-1.0901791992187508,0.5585296154022217,43.0,True,-1.1751401367187508,0.9552426338195801,22.0,True
mp-971738_110,mp-971738,0.03173852539062416,0.3035006523132324,23.0,True,0.10603356933593666,0.6936039924621582,16.0,True
mp-971739_110,mp-971739,0.44847131347656166,0.48075127601623535,37.0,True,0.5707705078124992,1.117795705795288,26.0,True
mp-971751_110,mp-971751,-0.8732297363281258,0.40235209465026855,31.0,True,-1.1925046386718758,1.6546568870544434,42.0,True
mp-971754_110,mp-971754,-0.8642270507812508,0.24458527565002441,18.0,True,-1.4010312500000008,1.1389009952545166,26.0,True
mp-971758_111,mp-971758,0.34033227539062416,0.33339548110961914,25.0,True,-0.0032956542968758384,2.033543348312378,41.0,True
mp-971779_111,mp-971779,-0.09417700195312584,0.711195707321167,54.0,True,0.01922631835937416,1.8959846496582031,43.0,True
mp-971788_001,mp-971788,-0.48196386718750084,0.49396252632141113,38.0,True,-0.5882260742187508,0.8548853397369385,20.0,True
mp-971804_111,mp-971804,-0.10919165039062584,0.6368012428283691,47.0,True,-0.37741064453125084,3.3393161296844482,61.0,True
mp-971827_110,mp-971827,-0.09382604980468834,0.211622953414917,15.0,True,-0.05555700683593834,1.9527733325958252,44.0,True
mp-971836_110,mp-971836,0.10705590820312416,0.20775961875915527,16.0,True,0.06575036621093666,1.759840965270996,41.0,True
mp-971837_110,mp-971837,0.6268618164062492,0.23258423805236816,19.0,True,1.3813173828124992,1.690093755722046,41.0,True
mp-971891_110,mp-971891,0.24476647949218666,0.2743983268737793,21.0,True,0.18023706054687416,2.4788365364074707,58.0,True
mp-971909_001,mp-971909,0.49340844726562416,0.3790416717529297,27.0,True,0.5603792724609367,2.250497579574585,55.0,True
mp-971914_110,mp-971914,-1.6980435791015633,0.711578369140625,53.0,True,-1.6759335937500008,2.145524263381958,55.0,True
mp-971941_111,mp-971941,-0.2298200073242196,0.7612113952636719,58.0,True,-0.2734143676757821,3.464571475982666,83.0,True
